employee_id,department,job_role,education_level,work_mode,city,age,years_experience,monthly_salary,training_hours,projects_completed,overtime_hours,satisfaction_score,performance_category
EMP00249,Marketing,Data Analyst,High School,Remote,Medan,23,30,150000000.0,49.0,8,29,3.4,High
EMP00250,Marketing,Data Engineer,Master,Onsite,Surabaya,38,18,10447437.0,65.0,12,10,2.8,Medium
EMP00251,Finance,Customer Success,Diploma,Remote,Yogyakarta,48,20,18208780.0,38.0,1,38,,Medium
EMP00252,IT,Data Engineer,High School,Onsite,Jakarta,39,4,11994022.0,23.0,6,35,3.8,Medium
EMP00253,Finance,Marketing Specialist,High School,Remote,Medan,58,14,,0.0,3,29,1.2,High
EMP00254,Sales,Product Manager,,Onsite,Medan,47,22,15629807.0,29.0,0,25,3.1,High
EMP00255,Sales,Customer Success,Bachelor,Hybrid,Jakarta,38,28,12165116.0,72.0,8,19,,Medium
EMP00256,IT,Data Engineer,Bachelor,Remote,Jakarta,48,22,27319121.0,72.0,18,25,3.9,Medium
EMP00257,Finance,HR Officer,Bachelor,Onsite,Bandung,25,5,16560899.0,24.0,12,27,2.7,Medium
EMP00258,Operations,Business Analyst,Bachelor,Remote,Medan,24,4,12035440.0,37.0,17,23,1.8,High
EMP00259,Marketing,HR Officer,Bachelor,Onsite,Bandung,39,15,7455218.0,37.0,1,33,1.4,Low
EMP00260,Operations,HR Officer,Bachelor,Onsite,Jakarta,45,3,12354148.0,41.0,17,10,,Medium
EMP00261,Sales,HR Officer,Master,Onsite,Medan,30,16,26547472.0,69.0,3,0,4.2,Medium
EMP00262,Marketing,Product Manager,Bachelor,Remote,Semarang,56,28,,48.0,4,30,4.0,High
EMP00263,HR,Data Analyst,,Hybrid, jakarta ,29,25,16027919.0,30.0,8,21,5.0,Low
EMP00264,Sales,HR Officer,Master,Onsite,Medan,43,4,,9.0,12,32,,Medium
EMP00265,Operations,Data Engineer,Bachelor,Onsite,Bandung,55,33,14589249.0,23.0,17,9,3.4,Low
EMP00266,IT,Customer Success,Bachelor,Hybrid,Bandung,22,4,18995768.0,77.0,10,27,4.6,Medium
EMP00267,Operations,Software Engineer,Bachelor,Onsite,Bandung,39,12,6484752.0,58.0,13,18,1.2,High
EMP00268,Operations,Data Analyst,Master,Hybrid,Yogyakarta,37,13,22686419.0,36.0,5,11,3.9,High
EMP00269,IT,Sales Executive,Diploma,Hybrid,Yogyakarta,47,14,12648202.0,70.0,5,23,3.1,High
EMP00270,HR,Marketing Specialist,Master,Onsite,Bandung,23,17,14094283.0,48.0,3,17,,Low
EMP00271,Operations,Business Analyst,Bachelor,Onsite,Surabaya,35,22,10993688.0,13.0,2,22,3.8,Low
EMP00272,Marketing,Data Engineer,Master,Hybrid,Bandung,57,5,18848998.0,60.0,7,10,3.2,Medium
EMP00273,Operations,HR Officer,Diploma,Onsite,Surabaya,48,22,28729296.0,68.0,9,17,4.5,High
EMP00274,HR,Data Analyst,Diploma,Hybrid,Yogyakarta,43,27,24727472.0,20.0,11,11,3.9,Low
EMP00275,Marketing,Sales Executive,Bachelor,Onsite,Medan,59,23,23006552.0,72.0,14,22,1.4,Low
EMP00276,Finance,Marketing Specialist,High School,Onsite,Surabaya,29,27,15234542.0,11.0,10,38,1.5,Medium
EMP00277,Sales,Software Engineer,High School,Onsite,Yogyakarta,56,20,10860869.0,48.0,8,32,1.3,Low
EMP00278,IT,Finance Analyst,Diploma,Onsite,Bandung,43,29,13463954.0,68.0,17,14,2.6,Low
EMP00279,HR,Finance Analyst,,Onsite,Jakarta,55,33,23796020.0,15.0,15,34,2.0,Low
EMP00280,Finance,HR Officer,Bachelor,Onsite,Medan,48,33,,43.0,16,7,3.8,Medium
EMP00281,Finance,Data Engineer,High School,Remote, jakarta ,43,7,,,19,26,4.7,Medium
EMP00282,Sales,Software Engineer,Bachelor,Remote,Semarang,25,17,18647898.0,31.0,19,0,3.2,High
EMP00283,IT,Finance Analyst,Diploma,Onsite,Bandung,24,17,9675398.0,15.0,17,32,4.6,Medium
EMP00284,Sales,HR Officer,,Hybrid,Bandung,56,17,7797142.0,10.0,4,5,3.9,Medium
EMP00285,HR,HR Officer,,Remote,Surabaya,53,30,10379809.0,10.0,9,5,4.2,Low
EMP00286,IT,Marketing Specialist,Master,Remote,Surabaya,33,4,13066218.0,1.0,6,1,3.8,Low
EMP00287,Sales,Product Manager,High School,Onsite,Surabaya,31,34,10592749.0,,6,10,1.7,Medium
EMP00288,Operations,Software Engineer,High School,Remote,Semarang,28,26,6940907.0,26.0,13,6,4.9,Medium
EMP00289,Finance,Marketing Specialist,Diploma,Hybrid,Jakarta,23,5,12802495.0,58.0,17,0,4.8,High
EMP00290,HR,Customer Success,Master,Hybrid,Jakarta,41,1,27889318.0,72.0,10,39,,High
EMP00291,Sales,Marketing Specialist,High School,Onsite,Semarang,51,0,,18.0,15,7,3.9,High
EMP00292,HR,Marketing Specialist,Diploma,Hybrid,Yogyakarta,31,18,20275520.0,0.0,18,11,,Medium
EMP00293,Operations,Business Analyst,High School,Onsite,Surabaya,33,20,22144889.0,0.0,15,11,4.3,High
EMP00294,Marketing,Software Engineer,High School,Onsite,Surabaya,52,16,5859375.0,36.0,11,39,4.7,High
EMP00295,Finance,Software Engineer,Bachelor,Remote,Surabaya,50,28,24773502.0,31.0,0,5,2.2,Medium
EMP00296,Finance,Software Engineer,,Remote,Bandung,24,30,22178162.0,14.0,0,19,3.7,Low
EMP00297,Finance,Data Engineer,Bachelor,Onsite,Medan,59,9,,24.0,15,20,4.4,Low
EMP00298,Operations,Data Analyst,Master,Onsite,Semarang,47,29,17785034.0,24.0,18,29,2.3,High
EMP00299,IT,Marketing Specialist,Bachelor,Remote,Surabaya,50,12,29915060.0,43.0,5,31,4.3,High
EMP00300,Marketing,Customer Success,Diploma,Hybrid,Semarang,59,19,16223183.0,55.0,6,2,4.3,Low
EMP00301,HR,HR Officer,High School,Hybrid,Surabaya,48,31,6761915.0,39.0,3,38,,Medium
EMP00302,Finance,Data Analyst,High School,Remote,Jakarta,39,4,7912605.0,3.0,14,30,,Medium
EMP00303,Operations,Data Engineer,Bachelor,Onsite,Semarang,43,28,9916957.0,62.0,10,23,2.1,Low
EMP00304,it,Finance Analyst,Master,Remote,Jakarta,50,22,15490196.0,56.0,0,39,1.1,Low
EMP00305,Marketing,Sales Executive,,Remote,Yogyakarta,51,29,8893034.0,49.0,17,24,1.5,Medium
EMP00306,HR,Business Analyst,,Onsite,Semarang,45,34,13240945.0,34.0,14,16,2.1,Medium
EMP00307,Finance,Marketing Specialist,High School,Onsite,Surabaya,31,11,5930327.0,26.0,5,4,1.9,Medium
EMP00308,HR,HR Officer,High School,Hybrid,Surabaya,29,30,16607503.0,36.0,18,23,1.9,High
EMP00309,Operations,Data Analyst,Diploma,Hybrid,Bandung,31,24,14043222.0,33.0,14,2,3.4,High
EMP00310,Marketing,Product Manager,Bachelor,Hybrid,Semarang,46,3,9427751.0,58.0,13,34,2.5,Medium
EMP00311,HR,Data Analyst,,Remote,Medan,43,24,11384076.0,50.0,16,9,4.5,High
EMP00312,HR,Business Analyst,Bachelor,Hybrid,Bandung,33,2,22027474.0,53.0,17,37,4.8,High
EMP00313,Operations,Product Manager,Diploma,Hybrid,Surabaya,40,12,11365692.0,11.0,6,1,,High
EMP00314,HR,Finance Analyst,Diploma,Hybrid,Medan,58,8,17156399.0,74.0,4,16,1.7,Medium
EMP00315,HR,Product Manager,Master,Remote,Surabaya,59,26,6021951.0,50.0,6,13,4.9,Medium
EMP00316,Finance,Data Analyst,High School,Hybrid,Semarang,26,29,16152462.0,74.0,0,31,3.2,Low
EMP00317,HR,Sales Executive,Master,Onsite,Surabaya,59,20,14701880.0,24.0,17,25,3.3,Medium
EMP00318,IT,Data Engineer,Diploma,Hybrid,Surabaya,55,12,17814633.0,2.0,0,1,2.2,Low
EMP00319,Operations,Product Manager,High School,Remote,Medan,24,28,19460918.0,,1,15,4.1,Low
EMP00320,Marketing,Data Engineer,Master,Onsite,Medan,59,30,15826472.0,32.0,18,13,3.4,High
EMP00321,Finance,Data Analyst,Master,Remote,Bandung,38,34,12597835.0,74.0,4,7,3.6,High
EMP00322,Sales,Data Analyst,Diploma,Remote,Bandung,33,8,10483817.0,35.0,8,25,2.4,Low
EMP00323,IT,Data Analyst,Diploma,Onsite,Bandung,40,27,21388600.0,0.0,13,10,3.1,Medium
EMP00324,IT,Finance Analyst,Diploma,Hybrid,Yogyakarta,38,20,23812341.0,60.0,4,4,2.9,Medium
EMP00325,Sales,Product Manager,High School,Onsite,Yogyakarta,55,8,19446986.0,3.0,7,36,4.6,Low
EMP00326,HR,Data Engineer,Bachelor,Remote,Jakarta,34,1,,5.0,11,15,1.1,High
EMP00327,HR,Data Engineer,High School,Remote,Medan,25,19,29567307.0,,19,20,3.2,High
EMP00328,IT,Product Manager,Diploma,Remote,Medan,23,19,29117999.0,61.0,0,36,1.7,Medium
EMP00329,HR,Software Engineer,Master,Onsite,Jakarta,37,14,7846412.0,49.0,11,23,1.0,Low
EMP00330,IT,Business Analyst,High School,Hybrid,Bandung,43,11,,,8,9,3.4,Low
EMP00331,HR,Data Engineer,Bachelor,Remote,Jakarta,53,28,28145612.0,27.0,4,16,1.0,Medium
EMP00332,Finance,Finance Analyst,Master,Hybrid,Surabaya,24,27,29658037.0,53.0,15,38,3.5,Low
EMP00333,Sales,Software Engineer,Master,Remote,Bandung,40,31,5050173.0,45.0,2,33,2.6,Low
EMP00334,HR,Software Engineer,Bachelor,Remote,Bandung,37,29,28669787.0,12.0,10,17,3.4,Medium
EMP00335,Marketing,Product Manager,Diploma,Hybrid,Jakarta,22,4,,47.0,17,36,3.7,High
EMP00336,IT,Software Engineer,High School,Hybrid,Semarang,54,10,25813528.0,28.0,13,0,1.3,Medium
EMP00337,HR,Product Manager,Bachelor,Remote,Yogyakarta,32,4,8721236.0,64.0,19,15,4.9,High
EMP00338,IT,Finance Analyst,Bachelor,Onsite, jakarta ,26,18,20347011.0,4.0,10,25,3.8,Medium
EMP00339,Finance,Software Engineer,Master,Remote,Surabaya,38,8,5545697.0,30.0,6,16,4.2,Medium
EMP00340,Marketing,Finance Analyst,Master,Onsite,Semarang,56,8,7036131.0,70.0,1,1,2.2,Medium
EMP00341,Marketing,Software Engineer,,Hybrid,Surabaya,32,11,9619561.0,3.0,3,38,2.7,Low
EMP00342,Sales,Data Engineer,Diploma,Remote,Semarang,46,31,29157112.0,48.0,13,12,2.3,Medium
EMP00343,HR,Software Engineer,High School,Hybrid,Bandung,33,31,10471271.0,23.0,16,17,1.4,Medium
EMP00344,Marketing,Data Analyst,,Hybrid,Jakarta,46,4,15279105.0,1.0,8,6,4.1,Medium
EMP00345,IT,Software Engineer,Diploma,Hybrid,Bandung,59,29,22294668.0,29.0,1,29,3.6,Medium
EMP00346,Operations,Business Analyst,High School,Remote,Bandung,42,28,12828237.0,14.0,17,13,2.2,High
EMP00347,IT,Product Manager,Bachelor,Remote,Bandung,23,16,15759087.0,34.0,16,32,3.6,High
EMP00348,HR,Software Engineer,Master,Hybrid,Bandung,53,22,22193179.0,16.0,11,8,,High
EMP00349,IT,Sales Executive,Bachelor,Onsite,Yogyakarta,50,17,17575151.0,13.0,14,0,3.8,Medium
EMP00350,HR,Data Analyst,High School,Onsite,Bandung,48,32,6979556.0,73.0,16,3,4.4,High
EMP00351,Finance,Data Analyst,Diploma,Onsite,Yogyakarta,36,8,27160296.0,40.0,14,1,1.5,High
EMP00352,Operations,Customer Success,,Hybrid,Yogyakarta,57,12,12002776.0,65.0,1,30,4.7,Low
EMP00353,Marketing,Data Analyst,High School,Remote,Semarang,48,28,25891006.0,,16,32,3.5,Low
EMP00354,Sales,Product Manager,Bachelor,Remote,Surabaya,29,34,20215707.0,28.0,8,12,,Medium
EMP00355,HR,Product Manager,Master,Remote,Yogyakarta,55,26,12367646.0,63.0,12,19,4.3,Medium
EMP00356,HR,Data Engineer,High School,Hybrid,Surabaya,59,9,13902884.0,64.0,1,0,4.8,Low
EMP00357,Sales,Sales Executive,Master,Onsite,Surabaya,54,14,28347416.0,51.0,3,35,2.9,Medium
EMP00358,Finance,Business Analyst,Diploma,Onsite,Semarang,24,4,18344675.0,74.0,2,33,2.7,Medium
EMP00359,Marketing,Marketing Specialist,Master,Hybrid,Semarang,31,11,20225623.0,18.0,7,4,2.0,Medium
EMP00360,HR,Finance Analyst,Bachelor,Hybrid,Surabaya,51,0,17207735.0,19.0,18,31,4.4,High
EMP00361,HR,Marketing Specialist,High School,Remote,Surabaya,45,29,17775639.0,60.0,18,18,2.6,High
EMP00362,IT,Business Analyst,Master,Onsite,Bandung,41,31,17854365.0,16.0,5,0,,High
EMP00363,IT,Data Engineer,,Onsite,Bandung,46,14,11188072.0,73.0,18,22,,High
EMP00364,Finance,Business Analyst,High School,Remote,Bandung,29,13,20540221.0,12.0,7,18,2.5,High
EMP00365,HR,Data Analyst,High School,Remote,Semarang,48,26,20873030.0,43.0,9,25,1.6,Low
EMP00366,Sales,Data Engineer,,Remote,Semarang,40,28,22075820.0,24.0,12,14,2.1,Low
EMP00367,HR,Marketing Specialist,Master,Onsite,Jakarta,32,8,15886779.0,56.0,10,15,3.3,Low
EMP00368,Finance,Product Manager,Diploma,Remote,Medan,48,12,8055589.0,63.0,8,28,4.5,Low
EMP00369,Operations,Customer Success,Master,Hybrid,Surabaya,39,22,26243732.0,,4,35,3.5,Medium
EMP00370,HR,Data Analyst,High School,Remote,Jakarta,40,33,12952592.0,74.0,2,35,5.0,High
EMP00371,HR,Sales Executive,Master,Hybrid,Jakarta,40,0,23979147.0,67.0,11,28,1.1,Medium
EMP00372,Operations,Customer Success,Bachelor,Remote,Yogyakarta,36,31,23292911.0,22.0,1,5,4.5,High
EMP00373,IT,Product Manager,Bachelor,Onsite,Yogyakarta,48,22,13369665.0,33.0,16,24,2.9,Medium
EMP00374,HR,Product Manager,Diploma,Onsite,Yogyakarta,59,18,,,19,30,4.0,High
EMP00375,IT,Business Analyst,Master,Onsite,Yogyakarta,31,25,23196236.0,,14,38,3.9,High
EMP00376,Operations,HR Officer,Diploma,Hybrid,Medan,50,24,24842040.0,34.0,13,17,3.9,Medium
EMP00377,HR,Product Manager,Master,Remote,Surabaya,34,14,6515980.0,3.0,2,19,1.2,Medium
EMP00378,Marketing,Customer Success,Bachelor,Remote,Surabaya,45,3,12096147.0,3.0,8,37,3.7,High
EMP00379,Marketing,Finance Analyst,Bachelor,Remote,Yogyakarta,45,34,10340557.0,33.0,13,11,1.5,Low
EMP00380,HR,Business Analyst,High School,Remote,Bandung,46,14,25443841.0,6.0,3,27,1.4,High
EMP00381,Marketing,Data Engineer,Master,Remote,Surabaya,46,28,23566421.0,,7,37,4.4,Low
EMP00382,Marketing,Product Manager,High School,Hybrid,Semarang,27,2,10684063.0,67.0,8,5,4.1,Low
EMP00383,HR,Sales Executive,Bachelor,Onsite,Yogyakarta,50,20,13814900.0,,7,31,4.9,Medium
EMP00384,IT,Finance Analyst,Bachelor,Onsite,Yogyakarta,55,19,21299002.0,1.0,4,15,4.6,High
EMP00385,IT,Data Analyst,Master,Remote,Jakarta,32,21,18675149.0,11.0,1,17,3.5,High
EMP00386,it,Sales Executive,Diploma,Remote,Bandung,35,9,11343866.0,,13,33,2.0,High
EMP00387,Sales,Sales Executive,,Onsite,Medan,32,21,15227816.0,26.0,9,8,4.0,Medium
EMP00388,IT,Data Analyst,Master,Remote,Surabaya,55,29,7773173.0,69.0,10,10,,Medium
EMP00389,Operations,Data Engineer,Master,Remote,Bandung,30,28,26990547.0,6.0,17,24,3.0,High
EMP00390,Marketing,Marketing Specialist,,Onsite,Medan,59,0,6875465.0,10.0,7,26,,Medium
EMP00391,HR,Software Engineer,Master,Remote,Bandung,39,31,5208819.0,74.0,3,33,3.1,Medium
EMP00392,Operations,Business Analyst,High School,Hybrid,Semarang,36,2,29979572.0,39.0,2,22,4.0,Medium
EMP00393,Marketing,Customer Success,Bachelor,Onsite,Surabaya,49,28,7845577.0,20.0,14,13,,Low
EMP00394,Sales,HR Officer,High School,Hybrid,Bandung,26,6,28400271.0,,4,37,3.1,Low
EMP00395,HR,Software Engineer,High School,Hybrid,Jakarta,42,7,15636071.0,,13,22,,High
EMP00396,Operations,Marketing Specialist,Master,Hybrid,Jakarta,21,28,9962448.0,50.0,13,37,4.3,Low
EMP00397,Sales,Customer Success,Bachelor,Hybrid,Yogyakarta,26,10,5254263.0,18.0,2,12,4.6,Low
EMP00398,HR,Marketing Specialist,Master,Hybrid,Yogyakarta,23,32,14728648.0,,9,29,4.8,High
EMP00399,Operations,HR Officer,Diploma,Hybrid,Medan,56,18,20461620.0,71.0,18,21,4.1,Medium
EMP00400,Finance,HR Officer,High School,Remote,Yogyakarta,37,12,28880255.0,55.0,6,12,4.4,Medium
EMP00401,Marketing,Marketing Specialist,Diploma,Remote,Yogyakarta,34,24,27942126.0,50.0,1,14,,High
EMP00402,HR,HR Officer,Master,Hybrid,Jakarta,33,23,19151863.0,0.0,0,33,4.1,Medium
EMP00403,HR,Customer Success,,Hybrid,Semarang,53,29,22395756.0,8.0,0,28,,Low
EMP00404,Marketing,Software Engineer,High School,Remote,Surabaya,43,20,10113221.0,79.0,7,39,2.1,Low
EMP00405,IT,Data Analyst,,Hybrid,Bandung,35,10,26758092.0,39.0,5,33,3.0,Low
EMP00406,HR,Data Engineer,,Remote,Semarang,32,10,6603836.0,58.0,5,9,1.1,Low
EMP00407,Operations,Marketing Specialist,,Remote,Jakarta,53,7,6670643.0,,1,220,2.4,Medium
EMP00408,Marketing,Data Engineer,High School,Hybrid,Yogyakarta,51,11,16086817.0,,10,26,3.5,Low
EMP00409,IT,Data Engineer,Diploma,Remote,Jakarta,37,20,18056454.0,5.0,16,30,,High
EMP00410,Marketing,Business Analyst,High School,Hybrid,Jakarta,45,19,25932706.0,10.0,14,18,2.1,Low
EMP00411,Marketing,Data Engineer,Bachelor,Hybrid,Jakarta,39,0,7253105.0,71.0,0,10,2.6,Low
EMP00412,Sales,Customer Success,,Remote,Yogyakarta,38,8,7819553.0,38.0,17,33,4.3,Medium
EMP00413,HR,Software Engineer,Diploma,Onsite,Surabaya,31,12,18035584.0,14.0,8,5,2.8,Low
EMP00414,Sales,Customer Success,Diploma,Hybrid,Jakarta,43,34,8413853.0,41.0,18,8,1.2,Low
EMP00415,Operations,Data Analyst,Master,Hybrid,Medan,37,12,25480153.0,58.0,18,34,4.6,Medium
EMP00416,Sales,Software Engineer,Bachelor,Hybrid,Yogyakarta,41,8,12586110.0,34.0,19,6,4.1,High
EMP00417,Marketing,Customer Success,Diploma,Hybrid,Bandung,43,9,6510824.0,35.0,10,31,4.4,Medium
EMP00418,Marketing,Software Engineer,Bachelor,Hybrid,Jakarta,57,34,21171193.0,54.0,11,5,2.2,Medium
EMP00419,Marketing,Customer Success,Bachelor,Hybrid,Yogyakarta,59,8,10706279.0,22.0,4,23,4.0,High
EMP00420,Sales,Marketing Specialist,High School,Hybrid,Jakarta,40,8,6190992.0,61.0,16,29,2.0,Low
EMP00421,HR,Marketing Specialist,Diploma,Hybrid,Surabaya,30,12,10614330.0,,4,12,2.7,High
EMP00422,Sales,HR Officer,Bachelor,Hybrid,Yogyakarta,31,11,5656507.0,43.0,12,17,3.4,Medium
EMP00423,Sales,HR Officer,Bachelor,Hybrid,Semarang,33,7,29098953.0,7.0,5,8,3.9,High
EMP00424,IT,Sales Executive,High School,Remote,Semarang,32,17,5164181.0,54.0,6,37,4.3,Low
EMP00425,HR,Customer Success,Diploma,Onsite,Semarang,21,8,20122307.0,19.0,8,9,4.2,Low
EMP00426,Sales,Marketing Specialist,Master,Onsite,Medan,48,26,17211669.0,33.0,8,27,4.5,High
EMP00427,Finance,Data Analyst,Master,Remote,Medan,33,31,14903261.0,21.0,2,36,2.9,Medium
EMP00428,Sales,Sales Executive,High School,Remote,Surabaya,39,12,23129655.0,66.0,18,19,4.6,Medium
EMP00429,Sales,Product Manager,,Hybrid,Surabaya,46,26,9001658.0,40.0,1,22,4.0,High
EMP00430,Marketing,Product Manager,,Hybrid,Jakarta,39,21,17459964.0,68.0,11,30,1.1,High
EMP00431,Marketing,Customer Success,Diploma,Onsite,Surabaya,45,29,25489647.0,68.0,11,25,2.8,Low
EMP00432,IT,Software Engineer,Master,Remote,Semarang,46,7,29850519.0,16.0,9,39,4.5,High
EMP00433,Operations,Product Manager,Diploma,Remote,Bandung,55,22,15867352.0,11.0,2,38,1.7,High
EMP00434,Sales,HR Officer,High School,Remote,Medan,50,27,,8.0,12,18,1.1,Low
EMP00435,Operations,Marketing Specialist,Master,Hybrid,Surabaya,52,24,14294440.0,43.0,16,3,4.2,Low
EMP00436,Sales,HR Officer,High School,Remote,Surabaya,53,19,29441727.0,71.0,10,35,2.1,Low
EMP00437,HR,Finance Analyst,Bachelor,Hybrid,Medan,21,20,,41.0,14,24,2.9,Low
EMP00438,Finance,Business Analyst,Diploma,Hybrid,Medan,54,27,16599831.0,46.0,0,2,3.0,Low
EMP00439,IT,Product Manager,High School,Onsite,Yogyakarta,59,1,20319856.0,22.0,11,17,2.1,Medium
EMP00440,HR,Data Analyst,High School,Remote,Jakarta,54,8,,72.0,11,8,,High
EMP00441,Sales,Software Engineer,Diploma,Hybrid,Surabaya,44,34,23670738.0,30.0,8,18,2.0,High
EMP00442,Sales,Finance Analyst,Bachelor,Onsite,Surabaya,29,18,21418585.0,61.0,19,38,4.9,High
EMP00443,HR,Sales Executive,High School,Remote,Bandung,54,22,17186783.0,70.0,6,11,1.2,Medium
EMP00444,IT,Software Engineer,Diploma,Hybrid,Bandung,23,7,26487910.0,1.0,4,17,4.0,Low
EMP00445,Finance,Product Manager,Diploma,Remote,Bandung,50,31,21457409.0,0.0,14,21,4.6,Low
EMP00446,Operations,Customer Success,Master,Remote,Semarang,95,26,14471217.0,20.0,19,3,2.5,Low
EMP00447,Operations,Customer Success,Bachelor,Remote,Jakarta,54,8,16970856.0,36.0,8,37,4.1,Medium
EMP00448,IT,HR Officer,High School,Onsite,Medan,59,12,24205958.0,69.0,18,24,3.0,Medium
EMP00449,Operations,Finance Analyst,Diploma,Onsite,Surabaya,59,26,29776790.0,17.0,17,1,2.1,Medium
EMP00450,Marketing,Business Analyst,Bachelor,Hybrid,Medan,46,31,22174878.0,73.0,17,32,1.7,Medium
EMP00451,Operations,Business Analyst,Bachelor,Onsite,Jakarta,31,32,29521209.0,,19,39,1.7,High
EMP00452,Finance,Data Engineer,Diploma,Hybrid,Jakarta,27,21,24940047.0,,2,22,4.2,Low
EMP00453,Operations,Sales Executive,Bachelor,Hybrid,Bandung,57,8,18344686.0,18.0,4,37,4.9,Low
EMP00454,HR,Data Analyst,Diploma,Onsite,Yogyakarta,36,5,,26.0,10,16,2.4,High
EMP00455,Sales,Data Analyst,Diploma,Onsite,Bandung,59,31,17929854.0,29.0,17,37,1.3,Low
EMP00456,HR,Product Manager,Diploma,Onsite,Semarang,28,29,6732499.0,15.0,19,21,,Low
EMP00457,Operations,Finance Analyst,Bachelor,Onsite,Jakarta,42,20,14574215.0,2.0,18,25,4.9,Low
EMP00458,Finance,Data Engineer,Bachelor,Onsite,Bandung,25,30,23107731.0,7.0,7,25,3.1,Medium
EMP00459,Sales,Marketing Specialist,Master,Hybrid, jakarta ,33,10,17858650.0,76.0,18,13,1.7,Low
EMP00460,HR,Data Engineer,High School,Hybrid,Medan,35,29,23386000.0,31.0,18,25,2.8,Medium
EMP00461,HR,Software Engineer,High School,Onsite,Surabaya,48,20,14697514.0,30.0,6,27,3.7,High
EMP00462,HR,Finance Analyst,High School,Hybrid,Bandung,32,5,12939244.0,9.0,11,18,1.4,Low
EMP00463,Sales,Customer Success,Diploma,Onsite,Semarang,27,8,18903055.0,23.0,13,26,3.9,Low
EMP00464,Finance,Customer Success,Bachelor,Hybrid,Jakarta,48,29,6252311.0,40.0,18,14,2.9,Low
EMP00465,HR,Product Manager,Master,Onsite,Bandung,50,8,19390942.0,23.0,16,3,2.7,Medium
EMP00466,Marketing,Business Analyst,Diploma,Remote,Jakarta,45,33,28835095.0,41.0,14,29,2.8,High
EMP00467,Operations,Sales Executive,Master,Remote,Bandung,30,27,14134406.0,2.0,18,14,2.5,Medium
EMP00468,HR,Data Analyst,High School,Hybrid,Bandung,21,7,26214342.0,7.0,13,0,2.3,High
EMP00469,Sales,Finance Analyst,Master,Hybrid,Jakarta,23,11,11874526.0,50.0,4,17,1.4,Medium
EMP00470,IT,HR Officer,High School,Onsite,Jakarta,35,22,23261527.0,32.0,15,29,1.2,Medium
EMP00471,IT,Finance Analyst,Bachelor,Onsite,Bandung,54,8,29993705.0,30.0,6,0,1.2,High
EMP00472,Sales,Business Analyst,Master,Onsite,Semarang,55,26,21748936.0,4.0,19,10,3.0,High
EMP00473,HR,Customer Success,Master,Onsite,Bandung,53,28,17946231.0,52.0,0,14,1.1,Low
EMP00474,Marketing,Marketing Specialist,Master,Remote,Surabaya,42,23,5977686.0,78.0,8,20,2.8,High
EMP00475,HR,Business Analyst,High School,Onsite,Jakarta,45,16,26026025.0,12.0,10,7,1.9,Low
EMP00476,Sales,Business Analyst,High School,Onsite,Jakarta,55,26,25804973.0,50.0,3,28,4.8,Medium
EMP00477,Operations,Business Analyst,High School,Hybrid,Bandung,22,9,28839936.0,,15,15,1.3,High
EMP00478,Finance,Marketing Specialist,Master,Remote,Medan,35,23,26752988.0,67.0,6,38,1.8,Low
EMP00479,IT,Data Analyst,High School,Hybrid,Surabaya,36,28,28678815.0,13.0,13,30,1.6,High
EMP00480,Finance,Business Analyst,Diploma,Remote,Medan,32,30,18415531.0,64.0,15,36,,Low
EMP00481,Finance,Data Analyst,Bachelor,Onsite,Semarang,23,32,18727248.0,,8,15,2.8,Low
EMP00482,Finance,Software Engineer,Bachelor,Hybrid,Medan,28,18,5931051.0,75.0,15,31,2.5,High
EMP00483,IT,Data Engineer,Diploma,Hybrid,Surabaya,57,18,5165754.0,69.0,4,29,1.8,Medium
EMP00484,Sales,Software Engineer,Bachelor,Onsite,Medan,45,0,21424874.0,38.0,16,39,4.8,Low
EMP00485,Marketing,Sales Executive,Bachelor,Hybrid,Medan,36,18,17684244.0,28.0,10,0,,High
EMP00486,Finance,Data Analyst,High School,Onsite,Semarang,43,27,10467210.0,49.0,12,36,3.7,Low
EMP00487,Operations,Data Engineer,Master,Remote,Surabaya,32,24,13716484.0,4.0,14,36,1.7,Low
EMP00488,HR,Business Analyst,High School,Onsite,Surabaya,40,25,,2.0,0,37,,Medium
EMP00489,IT,Sales Executive,Diploma,Hybrid,Medan,52,0,12231165.0,,18,5,2.2,Low
EMP00490,HR,Sales Executive,Master,Onsite, jakarta ,25,12,10257151.0,75.0,9,24,2.4,Medium
EMP00491,Finance,HR Officer,Diploma,Onsite,Bandung,34,25,,,9,9,2.3,Medium
EMP00492,IT,Customer Success,Diploma,Remote,Surabaya,41,4,,20.0,19,2,4.6,Medium
EMP00493,IT,Finance Analyst,Master,Hybrid,Yogyakarta,50,31,21847483.0,11.0,13,8,,Low
EMP00494,HR,Sales Executive,Master,Onsite,Bandung,37,22,28044497.0,4.0,11,32,1.9,Medium
EMP00495,Finance,Finance Analyst,High School,Onsite,Surabaya,46,4,12841619.0,51.0,11,29,1.8,Medium
EMP00496,Finance,HR Officer,Master,Remote,Surabaya,47,9,7630718.0,,16,39,3.5,Medium
EMP00497,Marketing,Software Engineer,Diploma,Remote,Bandung,45,23,20226973.0,3.0,0,28,,High
EMP00498,Sales,Data Analyst,High School,Onsite,Surabaya,44,10,22342480.0,29.0,16,7,1.8,Low
EMP00499,IT,Software Engineer,Master,Hybrid,Yogyakarta,23,13,23950886.0,1.0,4,31,3.1,Medium
